Date,Tm,Opp,Quarter,Time,Down,ToGo,Location,Score,Detail,Yds,EPB,EPA,Diff
2021-12-05,Rams,Jaguars,4,10:58,2,1,JAX 1,36-7,Matthew Stafford pass complete short right to Odell Beckham for 1 yard touchdown,1,5.910,7.000,1.09
2021-11-28,Rams,Packers,2,12:53,3,8,RAM 21,6-10,Matthew Stafford pass complete deep middle to Van Jefferson for 79 yards touchdown,79,-0.810,7.000,7.81
2021-11-28,Rams,Packers,2,1:32,2,6,GNB 6,16-20,Matthew Stafford pass complete short middle to Darrell Henderson for 6 yards touchdown,6,4.950,7.000,2.05
2021-11-28,Rams,Packers,4,15:00,1,10,RAM 46,23-36,Matthew Stafford pass complete deep left to Odell Beckham for 54 yards touchdown,54,1.990,7.000,5.01
2021-11-15,Rams,49ers,2,13:20,3,9,SFO 10,6-14,Matthew Stafford pass complete short middle to Tyler Higbee for 10 yards touchdown,10,3.300,7.000,3.70
2021-11-07,Rams,Titans,4,0:31,1,3,OTI 3,15-28,Matthew Stafford pass complete short middle to Sony Michel for 3 yards touchdown. Penalty on Jackrabbit Jenkins: Defensive Holding 5 yards (declined),3,6.510,7.000,.49
2021-10-31,Rams,Texans,1,9:36,2,3,HTX 3,6-0,Matthew Stafford pass complete short right to Darrell Henderson for 3 yards touchdown,3,5.530,7.000,1.47
2021-10-31,Rams,Texans,2,6:13,1,2,HTX 2,16-0,Matthew Stafford pass complete short middle to Robert Woods for 2 yards touchdown,2,6.740,7.000,.26
2021-10-31,Rams,Texans,3,7:59,2,10,HTX 11,30-0,Matthew Stafford pass complete to Cooper Kupp for 11 yards touchdown,11,4.140,7.000,2.86
2021-10-24,Rams,Lions,2,8:41,3,7,DET 11,9-13,Matthew Stafford pass complete short left to Van Jefferson for 11 yards touchdown,11,3.620,7.000,3.38
2021-10-24,Rams,Lions,2,1:26,3,1,DET 2,16-13,Matthew Stafford pass complete short right to Cooper Kupp for 2 yards touchdown,2,5.120,7.000,1.88
2021-10-24,Rams,Lions,4,14:04,1,5,DET 5,23-19,Matthew Stafford pass complete short right to Cooper Kupp for 5 yards touchdown,5,6.060,7.000,.94
2021-10-17,Rams,Giants,2,10:34,1,10,NYG 15,6-3,Matthew Stafford pass complete short middle to Robert Woods for 15 yards touchdown,15,4.580,7.000,2.42
2021-10-17,Rams,Giants,2,8:11,4,1,NYG 3,13-3,Matthew Stafford pass complete short right to Cooper Kupp for 3 yards touchdown,3,3.060,7.000,3.94
2021-10-17,Rams,Giants,2,0:43,1,10,NYG 25,27-3,Matthew Stafford pass complete deep left to Darrell Henderson for 25 yards touchdown,25,3.910,7.000,3.09
2021-10-17,Rams,Giants,4,12:02,1,10,NYG 13,37-3,Matthew Stafford pass complete short left to Cooper Kupp for 13 yards touchdown,13,4.710,7.000,2.29
2021-10-07,Rams,Seahawks,3,4:52,1,10,SEA 13,15-7,Matthew Stafford pass complete short right to Tyler Higbee for 13 yards touchdown,13,4.710,7.000,2.29
2021-10-03,Rams,Cardinals,1,1:00,1,10,CRD 14,9-7,Matthew Stafford pass complete short left to Van Jefferson for 14 yards touchdown,14,4.650,7.000,2.35
2021-10-03,Rams,Cardinals,4,1:17,1,10,CRD 14,19-37,Matthew Stafford pass complete short right to Robert Woods for 14 yards touchdown,14,4.650,7.000,2.35
2021-09-26,Rams,Buccaneers,2,12:29,3,3,TAM 6,6-0,Matthew Stafford pass complete short right to Tyler Higbee for 6 yards touchdown,6,4.560,7.000,2.44
2021-09-26,Rams,Buccaneers,2,0:54,1,2,TAM 2,13-7,Matthew Stafford pass complete short left to Cooper Kupp for 2 yards touchdown,2,6.740,7.000,.26
2021-09-26,Rams,Buccaneers,3,14:12,3,10,RAM 25,20-7,Matthew Stafford pass complete deep right to DeSean Jackson for 75 yards touchdown,75,-0.620,7.000,7.62
2021-09-26,Rams,Buccaneers,3,7:30,1,10,TAM 10,27-14,Matthew Stafford pass complete short right to Cooper Kupp for 10 yards touchdown,10,4.910,7.000,2.09
2021-09-19,Rams,Colts,1,3:23,2,6,CLT 16,6-0,Matthew Stafford pass complete deep left to Cooper Kupp for 16 yards touchdown,16,4.280,7.000,2.72
2021-09-19,Rams,Colts,4,12:13,1,10,CLT 10,23-21,Matthew Stafford pass complete short middle to Cooper Kupp for 10 yards touchdown,10,4.910,7.000,2.09
2021-09-12,Rams,Bears,1,10:50,1,10,RAM 33,6-0,Matthew Stafford pass complete deep right to Van Jefferson for 67 yards touchdown,67,1.140,7.000,5.86
