Date,Tm,Opp,Quarter,Time,Down,ToGo,Location,Score,Detail,Yds,EPB,EPA,Diff
2026-01-04,Steelers,Ravens,4,1:00,3,10,RAV 26,26-24,Aaron Rodgers pass complete deep left to Calvin Austin for 26 yards touchdown,26,,,
2025-12-21,Steelers,Lions,2,0:11,2,10,DET 45,9-10,Aaron Rodgers pass complete deep right to Kenneth Gainwell for 45 yards touchdown. Penalty on Alex Anzalone: Defensive Pass Interference 15 yards (declined),45,,,
2025-12-15,Steelers,Dolphins,3,11:26,2,7,MIA 19,13-3,Aaron Rodgers pass complete deep middle to Marquez Valdes-Scantling for 19 yards touchdown,19,,,
2025-12-15,Steelers,Dolphins,3,5:06,3,12,MIA 28,20-3,Aaron Rodgers pass complete short middle to D.K. Metcalf for 28 yards touchdown,28,,,
2025-12-07,Steelers,Ravens,3,3:38,3,4,RAV 38,26-16,Aaron Rodgers pass complete short right to Jaylen Warren for 38 yards touchdown,38,,,
2025-11-16,Steelers,Bengals,1,10:18,2,9,CIN 11,6-0,Aaron Rodgers pass complete short left to Kenneth Gainwell for 11 yards touchdown,11,,,
2025-11-09,Steelers,Chargers,4,3:04,3,4,SDG 27,9-25,Aaron Rodgers pass complete short middle to Roman Wilson for 27 yards touchdown,27,,,
2025-11-02,Steelers,Colts,2,4:27,2,8,CLT 12,13-7,Aaron Rodgers pass complete short middle to Pat Freiermuth for 12 yards touchdown,12,,,
2025-10-26,Steelers,Packers,2,0:37,1,2,GNB 2,15-7,Aaron Rodgers pass complete short right to D.K. Metcalf for 2 yards touchdown,2,,,
2025-10-26,Steelers,Packers,4,2:16,1,10,GNB 21,25-35,Aaron Rodgers pass incomplete deep middle intended for Roman Wilson Replay Assistant challenged the pass completion ruling and the original play was overturned. Aaron Rodgers pass complete deep middle to Roman Wilson for 21 yards touchdown,21,,,
2025-10-16,Steelers,Bengals,1,11:00,3,6,CIN 10,6-0,Aaron Rodgers pass complete short middle to Jonnu Smith for 10 yards touchdown,10,,,
2025-10-16,Steelers,Bengals,3,3:59,3,18,CIN 19,16-20,Aaron Rodgers pass complete deep left to Pat Freiermuth for 19 yards touchdown,19,,,
2025-10-16,Steelers,Bengals,4,11:07,2,2,CIN 2,23-27,Aaron Rodgers pass complete short middle to Darnell Washington for 2 yards touchdown,2,,,
2025-10-16,Steelers,Bengals,4,2:31,2,20,PIT 32,30-30,Aaron Rodgers pass complete deep left to Pat Freiermuth for 68 yards touchdown,68,,,
2025-10-12,Steelers,Browns,3,7:54,2,10,CLE 12,15-3,Aaron Rodgers pass complete short middle to Connor Heyward for 12 yards touchdown,12,,,
2025-10-12,Steelers,Browns,4,15:00,1,10,CLE 25,22-6,Aaron Rodgers pass complete deep right to D.K. Metcalf for 25 yards touchdown,25,,,
2025-09-28,Steelers,Vikings,2,12:28,1,10,PIT 20,13-3,Aaron Rodgers pass complete short middle to D.K. Metcalf for 80 yards touchdown,80,,,
2025-09-21,Steelers,Patriots,2,13:53,2,9,NWE 12,13-0,Aaron Rodgers pass complete short right to D.K. Metcalf for 12 yards touchdown,12,,,
2025-09-21,Steelers,Patriots,4,2:20,3,6,NWE 17,20-14,Aaron Rodgers pass complete deep left to Calvin Austin for 17 yards touchdown,17,,,
2025-09-14,Steelers,Seahawks,2,1:14,3,2,SEA 2,12-7,Aaron Rodgers pass complete short right to D.K. Metcalf for 2 yards touchdown,2,,,
2025-09-07,Steelers,Jets,1,3:44,2,7,NYJ 22,6-3,Aaron Rodgers pass complete short right to Ben Skowronek for 22 yards touchdown,22,,,
2025-09-07,Steelers,Jets,2,0:37,2,3,NYJ 3,16-19,Aaron Rodgers pass complete short middle to Jonnu Smith for 3 yards touchdown,3,,,
2025-09-07,Steelers,Jets,4,15:00,1,5,NYJ 5,23-26,Aaron Rodgers pass complete short right to Jaylen Warren for 5 yards touchdown,5,,,
2025-09-07,Steelers,Jets,4,14:12,2,6,NYJ 18,30-26,Aaron Rodgers pass complete short right to Calvin Austin for 18 yards touchdown,18,,,
2025-01-05,Jets,Dolphins,2,8:01,1,5,MIA 5,6-6,Aaron Rodgers pass complete short middle to Tyler Conklin for 5 yards touchdown,5,6.060,7.000,.94
2025-01-05,Jets,Dolphins,2,1:04,1,10,MIA 13,13-6,Aaron Rodgers pass complete short left to Allen Lazard for 13 yards touchdown,13,4.710,7.000,2.29
2025-01-05,Jets,Dolphins,4,10:31,2,1,MIA 4,24-13,Aaron Rodgers pass complete short right to Davante Adams for 4 yards touchdown,4,5.730,7.000,1.27
2025-01-05,Jets,Dolphins,4,2:37,2,6,MIA 6,31-20,Aaron Rodgers pass complete short right to Breece Hall for 6 yards touchdown,6,4.950,7.000,2.05
2024-12-22,Jets,Rams,1,0:30,2,9,RAM 11,6-0,Aaron Rodgers pass complete short right to Davante Adams for 11 yards touchdown,11,4.270,7.000,2.73
2024-12-15,Jets,Jaguars,1,5:06,1,10,JAX 22,6-7,Aaron Rodgers pass complete deep middle to Garrett Wilson for 22 yards touchdown,22,4.110,7.000,2.89
2024-12-15,Jets,Jaguars,3,4:38,2,1,JAX 1,16-16,Aaron Rodgers pass complete short right to Davante Adams for 1 yard touchdown,1,5.910,7.000,1.09
2024-12-15,Jets,Jaguars,4,3:34,2,10,NYJ 29,23-22,Aaron Rodgers pass complete deep middle to Davante Adams for 71 yards touchdown,71,0.330,7.000,6.67
2024-12-08,Jets,Dolphins,3,11:24,1,3,MIA 3,19-15,Aaron Rodgers pass complete short right to Davante Adams for 3 yards touchdown,3,6.510,7.000,.49
2024-12-01,Jets,Seahawks,1,3:29,2,8,SEA 8,6-0,Aaron Rodgers pass complete short left to Davante Adams for 8 yards touchdown,8,4.570,7.000,2.43
2024-12-01,Jets,Seahawks,1,1:50,1,4,SEA 4,12-0,Aaron Rodgers pass complete short middle to Isaiah Davis for 4 yards touchdown,4,6.280,7.000,.72
2024-11-17,Jets,Colts,2,0:48,3,6,CLT 29,6-13,Aaron Rodgers pass complete short middle to Breece Hall for 29 yards touchdown,29,2.680,7.000,4.32
2024-11-17,Jets,Colts,4,13:08,2,10,CLT 11,23-16,Aaron Rodgers pass complete short right to Kenny Yeboah for 11 yards touchdown,11,4.140,7.000,2.86
2024-10-31,Jets,Texans,3,9:09,2,12,HTX 21,6-7,Aaron Rodgers pass complete short left to Garrett Wilson for 21 yards touchdown,21,3.490,7.000,3.51
2024-10-31,Jets,Texans,4,13:01,3,19,HTX 26,13-10,Aaron Rodgers pass incomplete deep left intended for Garrett Wilson NYJ challenged the runner was in bounds ruling and the original play was overturned. Aaron Rodgers pass complete deep left to Garrett Wilson for 26 yards touchdown,26,2.020,7.000,4.98
2024-10-31,Jets,Texans,4,3:02,3,3,HTX 37,20-10,Aaron Rodgers pass complete deep right to Davante Adams for 37 yards touchdown,37,2.350,7.000,4.65
2024-10-27,Jets,Patriots,1,1:27,1,2,NWE 2,6-7,Aaron Rodgers pass complete short middle to Tyler Conklin for 2 yards touchdown,2,6.740,7.000,.26
2024-10-27,Jets,Patriots,2,9:11,1,1,NWE 1,12-7,Aaron Rodgers pass complete short right to Xavier Gipson for 1 yard touchdown Replay Assistant challenged the pass completion ruling and the play was upheld.,1,6.970,7.000,.03
2024-10-20,Jets,Steelers,2,5:34,3,1,PIT 1,13-6,Aaron Rodgers pass complete short left to Tyler Conklin for 1 yard touchdown,1,5.170,7.000,1.83
2024-10-14,Jets,Bills,1,2:06,3,5,BUF 5,9-7,Aaron Rodgers pass incomplete short middle intended for Garrett Wilson Replay Assistant challenged the pass completion ruling and the original play was overturned. Aaron Rodgers pass complete short middle to Garrett Wilson for 5 yards touchdown,5,4.260,7.000,2.74
2024-10-14,Jets,Bills,2,0:08,1,10,NYJ 48,16-20,Aaron Rodgers pass complete deep middle to Allen Lazard for 52 yards touchdown,52,2.130,7.000,4.87
2024-10-06,Jets,Vikings,2,0:42,3,10,MIN 14,6-17,Aaron Rodgers pass complete short middle to Allen Lazard for 14 yards touchdown,14,3.110,7.000,3.89
2024-10-06,Jets,Vikings,4,6:10,1,1,MIN 1,16-20,Aaron Rodgers pass complete short left to Garrett Wilson for 1 yard touchdown,1,6.970,7.000,.03
2024-09-19,Jets,Patriots,1,4:26,1,10,NWE 10,6-0,Aaron Rodgers pass complete short left to Allen Lazard for 10 yards touchdown,10,4.910,7.000,2.09
2024-09-19,Jets,Patriots,3,6:24,1,2,NWE 2,20-3,Aaron Rodgers pass complete short right to Garrett Wilson for 2 yards touchdown,2,6.740,7.000,.26
2024-09-15,Jets,Titans,2,1:55,1,10,OTI 12,6-7,Aaron Rodgers pass complete short left to Braelon Allen for 12 yards touchdown,12,4.780,7.000,2.22
2024-09-15,Jets,Titans,3,12:13,2,6,OTI 26,13-10,Aaron Rodgers pass complete deep right to Breece Hall for 26 yards touchdown,26,3.570,7.000,3.43
2024-09-09,Jets,49ers,3,1:43,3,8,SFO 36,13-26,Aaron Rodgers pass complete deep middle to Allen Lazard for 36 yards touchdown. Penalty on Leonard Floyd: Defensive Offside 5 yards (declined),36,2.080,7.000,4.92
2023-01-08,Packers,Lions,3,3:22,2,9,DET 13,15-13,Aaron Rodgers pass complete short left to Allen Lazard for 13 yards touchdown,13,4.160,7.000,2.84
2023-01-01,Packers,Vikings,2,2:55,2,11,MIN 21,23-3,Aaron Rodgers pass complete deep right to Robert Tonyan for 21 yards touchdown,21,3.560,7.000,3.44
2022-12-25,Packers,Dolphins,1,4:14,4,1,MIA 1,9-10,Aaron Rodgers pass complete short left to Marcedes Lewis for 1 yard touchdown,1,3.550,7.000,3.45
2022-12-19,Packers,Rams,3,2:36,2,7,RAM 7,23-6,Aaron Rodgers pass complete short left to Aaron Jones for 7 yards touchdown,7,4.760,7.000,2.24
2022-12-04,Packers,Bears,2,0:23,4,4,CHI 14,9-16,Aaron Rodgers pass complete short right to Christian Watson for 14 yards touchdown,14,2.580,7.000,4.42
2022-11-27,Packers,Eagles,1,3:16,1,10,PHI 11,13-13,Aaron Rodgers pass complete short middle to Randall Cobb for 11 yards touchdown,11,4.840,7.000,2.16
2022-11-27,Packers,Eagles,2,7:50,2,20,PHI 23,20-20,Aaron Rodgers pass complete deep middle to Aaron Jones for 23 yards touchdown,23,2.810,7.000,4.19
2022-11-17,Packers,Titans,1,0:05,3,9,OTI 14,6-7,Aaron Rodgers pass complete short left to Christian Watson for 14 yards touchdown Penalty on TEN: Defensive Too Many Men on Field 5 yards (declined),14,3.240,7.000,3.76
2022-11-17,Packers,Titans,3,2:09,2,8,OTI 8,15-20,Aaron Rodgers pass complete short left to Christian Watson for 8 yards touchdown,8,4.570,7.000,2.43
2022-11-13,Packers,Cowboys,2,5:03,3,1,GNB 42,6-7,Aaron Rodgers pass complete deep right to Christian Watson for 58 yards touchdown,58,1.090,7.000,5.91
2022-11-13,Packers,Cowboys,4,13:31,4,7,DAL 39,20-28,Aaron Rodgers pass complete deep middle to Christian Watson for 39 yards touchdown,39,0.660,7.000,6.34
2022-11-13,Packers,Cowboys,4,2:35,1,7,DAL 7,27-28,Aaron Rodgers pass complete short left to Christian Watson for 7 yards touchdown,7,5.600,7.000,1.40
2022-11-06,Packers,Lions,3,5:00,2,3,DET 20,6-8,Aaron Rodgers pass complete deep left to Allen Lazard for 20 yards touchdown,20,4.180,7.000,2.82
2022-10-30,Packers,Bills,2,6:21,2,12,BUF 19,6-14,Aaron Rodgers pass complete deep right to Romeo Doubs for 19 yards touchdown,19,3.600,7.000,3.40
2022-10-30,Packers,Bills,4,6:42,2,10,BUF 37,16-27,Aaron Rodgers pass complete deep middle to Samori Toure for 37 yards touchdown,37,2.570,7.000,4.43
2022-10-23,Packers,Washington,1,6:45,2,4,WAS 4,6-0,Aaron Rodgers pass complete short middle to Aaron Jones for 4 yards touchdown,4,5.340,7.000,1.66
2022-10-23,Packers,Washington,4,3:33,1,10,WAS 21,20-23,Aaron Rodgers pass complete deep left to Aaron Jones for 21 yards touchdown,21,4.170,7.000,2.83
2022-10-16,Packers,Jets,3,2:40,1,10,NYJ 25,9-17,Aaron Rodgers pass complete deep right to Allen Lazard for 25 yards touchdown,25,3.910,7.000,3.09
2022-10-09,Packers,Giants,1,3:22,2,4,NYG 4,9-0,Aaron Rodgers pass complete short right to Allen Lazard for 4 yards touchdown,4,5.340,7.000,1.66
2022-10-09,Packers,Giants,2,7:29,2,1,NYG 2,16-3,Aaron Rodgers pass complete short left to Marcedes Lewis for 2 yards touchdown,2,5.850,7.000,1.15
2022-10-02,Packers,Patriots,3,9:24,2,19,NWE 20,13-10,Aaron Rodgers pass complete deep middle to Robert Tonyan for 20 yards touchdown,20,3.070,7.000,3.93
2022-10-02,Packers,Patriots,4,6:17,3,3,NWE 13,23-24,Aaron Rodgers pass complete short right to Romeo Doubs for 13 yards touchdown,13,4.100,7.000,2.90
2022-09-25,Packers,Buccaneers,1,3:07,3,3,TAM 5,6-3,Aaron Rodgers pass complete short right to Romeo Doubs for 5 yards touchdown,5,4.610,7.000,2.39
2022-09-25,Packers,Buccaneers,2,8:47,1,6,TAM 6,13-3,Aaron Rodgers pass complete short right to Allen Lazard for 6 yards touchdown,6,5.830,7.000,1.17
2022-09-18,Packers,Bears,2,4:40,2,5,CHI 8,16-7,Aaron Rodgers pass complete short middle to Aaron Jones for 8 yards touchdown,8,4.960,7.000,2.04
2022-09-18,Packers,Bears,2,0:35,2,1,CHI 5,23-7,Aaron Rodgers pass complete short middle to Allen Lazard for 5 yards touchdown,5,5.670,7.000,1.33
2022-01-09,Packers,Lions,1,7:46,3,1,DET 1,6-0,Aaron Rodgers pass complete short right to Allen Lazard for 1 yard touchdown,1,5.170,7.000,1.83
2022-01-09,Packers,Lions,2,2:41,2,6,DET 29,13-14,Aaron Rodgers pass complete deep left to Allen Lazard for 29 yards touchdown,29,3.380,7.000,3.62
2022-01-02,Packers,Vikings,2,4:18,2,6,MIN 20,12-0,Aaron Rodgers pass complete deep right to Allen Lazard for 20 yards touchdown,20,3.970,7.000,3.03
2022-01-02,Packers,Vikings,2,1:09,1,10,MIN 11,19-0,Aaron Rodgers pass complete short middle to Davante Adams for 11 yards touchdown,11,4.840,7.000,2.16
2021-12-25,Packers,Browns,1,5:19,3,5,CLE 11,6-6,Aaron Rodgers pass complete short right to Allen Lazard for 11 yards touchdown,11,3.940,7.000,3.06
2021-12-25,Packers,Browns,2,10:50,3,9,CLE 9,13-6,Aaron Rodgers pass complete short middle to Davante Adams for 9 yards touchdown,9,3.360,7.000,3.64
2021-12-25,Packers,Browns,2,0:16,2,1,CLE 1,20-12,Aaron Rodgers pass complete short left to Davante Adams for 1 yard touchdown. Penalty on Denzel Ward: Defensive Offside 5 yards (declined),1,5.910,7.000,1.09
2021-12-19,Packers,Ravens,2,1:13,3,3,RAV 3,13-14,Aaron Rodgers pass complete short left to Davante Adams for 3 yards touchdown,3,4.720,7.000,2.28
2021-12-19,Packers,Ravens,3,7:45,1,9,RAV 9,20-14,Aaron Rodgers pass complete short left to Aaron Jones for 9 yards touchdown,9,5.140,7.000,1.86
2021-12-19,Packers,Ravens,4,12:58,2,10,RAV 11,27-17,Aaron Rodgers pass complete short left to Marquez Valdes-Scantling for 11 yards touchdown,11,4.140,7.000,2.86
2021-12-12,Packers,Bears,2,6:04,4,2,CHI 2,6-10,Aaron Rodgers pass complete short middle to Allen Lazard for 2 yards touchdown,2,3.250,7.000,3.75
2021-12-12,Packers,Bears,2,0:52,1,10,CHI 38,20-24,Aaron Rodgers pass complete deep left to Davante Adams for 38 yards touchdown,38,3.050,7.000,3.95
2021-12-12,Packers,Bears,3,8:32,1,10,CHI 23,34-27,Aaron Rodgers pass complete short left to Aaron Jones for 23 yards touchdown,23,4.040,7.000,2.96
2021-12-12,Packers,Bears,4,4:36,1,3,CHI 3,44-27,Aaron Rodgers pass complete short right to Davante Adams for 3 yards touchdown,3,6.510,7.000,.49
2021-11-28,Packers,Rams,2,4:27,2,6,RAM 7,19-10,Aaron Rodgers pass complete short middle to Randall Cobb for 7 yards touchdown,7,4.890,7.000,2.11
2021-11-28,Packers,Rams,3,7:23,2,5,RAM 5,26-17,Aaron Rodgers pass complete short middle to AJ Dillon for 5 yards touchdown,5,5.150,7.000,1.85
2021-11-21,Packers,Vikings,2,0:32,3,5,MIN 25,9-16,Aaron Rodgers pass complete deep left to Josiah Deguara for 25 yards touchdown,25,3.010,7.000,3.99
2021-11-21,Packers,Vikings,3,3:44,1,10,MIN 10,16-23,Aaron Rodgers pass complete short middle to Davante Adams for 10 yards touchdown,10,4.910,7.000,2.09
2021-11-21,Packers,Vikings,4,7:55,3,6,MIN 18,23-23,Aaron Rodgers pass complete deep left to Davante Adams for 18 yards touchdown,18,3.400,7.000,3.60
2021-11-21,Packers,Vikings,4,2:17,1,10,GNB 25,30-31,Aaron Rodgers pass complete deep left to Marquez Valdes-Scantling for 75 yards touchdown,75,0.610,7.000,6.39
2021-10-28,Packers,Cardinals,3,11:42,1,2,CRD 2,16-7,Aaron Rodgers pass complete short right to Randall Cobb for 2 yards touchdown,2,6.740,7.000,.26
2021-10-28,Packers,Cardinals,4,15:00,3,5,CRD 6,23-14,Aaron Rodgers pass complete short middle to Randall Cobb for 6 yards touchdown,6,4.210,7.000,2.79
2021-10-24,Packers,Washington,1,7:21,4,3,WAS 17,6-0,Aaron Rodgers pass complete short middle to Davante Adams for 17 yards touchdown,17,2.410,7.000,4.59
2021-10-24,Packers,Washington,2,0:19,3,5,WAS 10,13-7,Aaron Rodgers pass complete short right to Allen Lazard for 10 yards touchdown,10,4.000,7.000,3.00
2021-10-24,Packers,Washington,3,12:35,3,3,WAS 20,20-7,Aaron Rodgers pass complete deep right to Robert Tonyan for 20 yards touchdown,20,3.470,7.000,3.53
2021-10-17,Packers,Bears,2,10:04,3,1,CHI 1,6-7,Aaron Rodgers pass complete short middle to Allen Lazard for 1 yard touchdown,1,5.170,7.000,1.83
2021-10-17,Packers,Bears,3,6:12,1,10,CHI 12,16-7,Aaron Rodgers pass complete short left to Aaron Jones for 12 yards touchdown,12,4.780,7.000,2.22
2021-10-10,Packers,Bengals,2,11:56,2,10,CIN 12,6-7,Aaron Rodgers pass complete short left to AJ Dillon for 12 yards touchdown,12,4.100,7.000,2.90
2021-10-10,Packers,Bengals,2,1:09,2,2,CIN 5,15-7,Aaron Rodgers pass complete short left to Davante Adams for 5 yards touchdown,5,5.540,7.000,1.46
2021-10-03,Packers,Steelers,2,11:03,3,10,PIT 23,13-7,Aaron Rodgers pass complete short left to Randall Cobb for 23 yards touchdown,23,2.810,7.000,4.19
2021-10-03,Packers,Steelers,3,4:51,1,1,PIT 1,26-10,Aaron Rodgers pass complete short right to Randall Cobb for 1 yard touchdown,1,6.970,7.000,.03
2021-09-26,Packers,49ers,1,3:23,1,1,SFO 1,9-0,Aaron Rodgers pass complete short left to Davante Adams for 1 yard touchdown,1,6.970,7.000,.03
2021-09-26,Packers,49ers,4,13:36,3,4,SFO 12,23-14,Aaron Rodgers pass complete short left to Marquez Valdes-Scantling for 12 yards touchdown,12,4.030,7.000,2.97
2021-09-20,Packers,Lions,1,3:51,2,4,DET 4,6-7,Aaron Rodgers pass complete short middle to Aaron Jones for 4 yards touchdown,4,5.340,7.000,1.66
2021-09-20,Packers,Lions,2,1:57,2,1,DET 1,13-14,Aaron Rodgers pass complete short right to Aaron Jones for 1 yard touchdown,1,5.910,7.000,1.09
2021-09-20,Packers,Lions,3,10:30,3,6,DET 22,20-17,Aaron Rodgers pass complete deep middle to Robert Tonyan for 22 yards touchdown,22,3.140,7.000,3.86
2021-09-20,Packers,Lions,3,0:14,2,10,DET 11,27-17,Aaron Rodgers pass complete short left to Aaron Jones for 11 yards touchdown,11,4.140,7.000,2.86
2021-01-24,Packers,Buccaneers,2,14:15,3,3,GNB 50,6-7,Aaron Rodgers pass complete deep right to Marquez Valdes-Scantling for 50 yards touchdown,50,1.490,7.000,5.51
2021-01-24,Packers,Buccaneers,3,9:33,1,8,TAM 8,16-28,Aaron Rodgers pass complete short middle to Robert Tonyan for 8 yards touchdown,8,5.370,7.000,1.63
2021-01-24,Packers,Buccaneers,3,0:26,3,2,TAM 2,23-28,Aaron Rodgers pass complete short middle to Davante Adams for 2 yards touchdown,2,4.950,7.000,2.05
2021-01-16,Packers,Rams,2,11:40,3,1,RAM 1,9-3,Aaron Rodgers pass complete short right to Davante Adams for 1 yard touchdown,1,5.170,7.000,1.83
2021-01-16,Packers,Rams,4,7:00,2,6,GNB 42,31-18,Aaron Rodgers pass complete deep middle to Allen Lazard for 58 yards touchdown,58,1.460,7.000,5.54
2021-01-03,Packers,Bears,2,15:00,2,3,CHI 3,6-7,Aaron Rodgers pass complete short middle to Robert Tonyan for 3 yards touchdown touchdown,3,5.530,7.000,1.47
2021-01-03,Packers,Bears,2,8:40,3,4,GNB 28,13-10,Aaron Rodgers pass complete deep middle to Marquez Valdes-Scantling for 72 yards touchdown,72,-0.030,7.000,7.03
2021-01-03,Packers,Bears,2,4:03,2,13,CHI 13,20-10,Aaron Rodgers pass complete short middle to Dominique Dafney for 13 yards touchdown,13,3.720,7.000,3.28
2021-01-03,Packers,Bears,4,2:59,1,6,CHI 6,34-16,Aaron Rodgers pass complete short right to Davante Adams for 6 yards touchdown,6,5.830,7.000,1.17
2020-12-27,Packers,Titans,1,9:59,1,5,OTI 5,6-0,Aaron Rodgers pass complete short right to Davante Adams for 5 yards touchdown,5,6.060,7.000,.94
2020-12-27,Packers,Titans,2,15:00,3,1,OTI 21,12-0,Aaron Rodgers pass complete deep right to Equanimeous St. Brown for 21 yards touchdown,21,3.530,7.000,3.47
2020-12-27,Packers,Titans,2,10:49,1,7,OTI 7,18-0,Aaron Rodgers pass complete short right to Davante Adams for 7 yards touchdown,7,5.600,7.000,1.40
2020-12-27,Packers,Titans,3,10:33,2,8,OTI 8,25-14,Aaron Rodgers pass complete short middle to Davante Adams for 8 yards touchdown,8,4.570,7.000,2.43
2020-12-19,Packers,Panthers,1,9:58,1,1,CAR 1,6-0,Aaron Rodgers pass complete short right to Robert Tonyan for 1 yard touchdown,1,6.970,7.000,.03
2020-12-13,Packers,Lions,1,8:10,1,10,GNB 44,6-7,Aaron Rodgers pass complete short right to Davante Adams for 56 yards touchdown,56,1.860,7.000,5.14
2020-12-13,Packers,Lions,2,14:18,2,9,DET 14,13-7,Aaron Rodgers pass complete short right to Marquez Valdes-Scantling for 14 yards touchdown,14,4.110,7.000,2.89
2020-12-13,Packers,Lions,4,12:07,1,4,DET 4,27-14,Aaron Rodgers pass complete short left to Robert Tonyan for 4 yards touchdown,4,6.280,7.000,.72
2020-12-06,Packers,Eagles,2,8:33,4,1,PHI 1,6-3,Aaron Rodgers pass complete short left to Davante Adams for 1 yard touchdown,1,3.550,7.000,3.45
2020-12-06,Packers,Eagles,2,1:05,3,4,PHI 25,13-3,Aaron Rodgers pass complete deep right to Robert Tonyan for 25 yards touchdown,25,3.070,7.000,3.93
2020-12-06,Packers,Eagles,3,7:45,1,9,PHI 9,20-3,Aaron Rodgers pass complete short left to Davante Adams for 9 yards touchdown,9,5.140,7.000,1.86
2020-11-29,Packers,Bears,1,7:31,3,10,CHI 12,6-0,Aaron Rodgers pass complete short left to Davante Adams for 12 yards touchdown,12,3.120,7.000,3.88
2020-11-29,Packers,Bears,2,15:00,1,5,CHI 5,12-3,Aaron Rodgers pass complete short left to Marcedes Lewis for 5 yards touchdown,5,6.060,7.000,.94
2020-11-29,Packers,Bears,2,4:40,1,2,CHI 2,19-3,Aaron Rodgers pass complete short middle to Allen Lazard for 2 yards touchdown,2,6.740,7.000,.26
2020-11-29,Packers,Bears,3,6:38,2,8,CHI 39,33-10,Aaron Rodgers pass complete deep middle to Robert Tonyan for 39 yards touchdown,39,2.580,7.000,4.42
2020-11-22,Packers,Colts,1,8:26,2,9,CLT 25,6-0,Aaron Rodgers pass complete deep middle to Robert Tonyan for 25 yards touchdown,25,3.430,7.000,3.57
2020-11-22,Packers,Colts,2,7:52,1,5,CLT 5,20-7,Aaron Rodgers pass complete short left to Davante Adams for 5 yards touchdown,5,6.060,7.000,.94
2020-11-22,Packers,Colts,2,0:20,1,4,CLT 4,27-14,Aaron Rodgers pass complete short right to Jamaal Williams for 4 yards touchdown,4,6.280,7.000,.72
2020-11-15,Packers,Jaguars,2,15:00,1,10,GNB 22,6-3,Aaron Rodgers pass complete deep right to Marquez Valdes-Scantling for 78 yards touchdown,78,0.410,7.000,6.59
2020-11-15,Packers,Jaguars,4,9:11,1,6,JAX 6,23-20,Aaron Rodgers pass complete short left to Davante Adams for 6 yards touchdown,6,5.830,7.000,1.17
2020-11-05,Packers,49ers,1,11:48,2,8,SFO 36,6-0,Aaron Rodgers pass complete deep left to Davante Adams for 36 yards touchdown,36,2.780,7.000,4.22
2020-11-05,Packers,49ers,2,7:05,1,1,SFO 1,13-3,Aaron Rodgers pass complete short right to Marcedes Lewis for 1 yard touchdown,1,6.970,7.000,.03
2020-11-05,Packers,49ers,2,2:00,1,10,GNB 48,20-3,Aaron Rodgers pass complete deep middle to Marquez Valdes-Scantling for 52 yards touchdown,52,2.130,7.000,4.87
2020-11-05,Packers,49ers,3,7:22,3,1,SFO 1,27-3,Aaron Rodgers pass complete short right to Marquez Valdes-Scantling for 1 yard touchdown,1,5.170,7.000,1.83
2020-11-01,Packers,Vikings,1,7:05,3,4,MIN 5,6-0,Aaron Rodgers pass complete short right to Davante Adams for 5 yards touchdown,5,4.440,7.000,2.56
2020-11-01,Packers,Vikings,2,6:57,1,1,MIN 1,13-7,Aaron Rodgers pass complete short left to Davante Adams for 1 yard touchdown,1,6.970,7.000,.03
2020-11-01,Packers,Vikings,4,2:47,1,7,MIN 7,20-28,Aaron Rodgers pass complete short left to Davante Adams for 7 yards touchdown. Penalty on Josh Metellus: Defensive Holding (Declined),7,5.600,7.000,1.40
2020-10-25,Packers,Texans,1,9:26,3,3,HTX 3,6-0,Aaron Rodgers pass complete short right to Davante Adams for 3 yards touchdown,3,4.720,7.000,2.28
2020-10-25,Packers,Texans,2,13:38,2,3,HTX 3,13-0,Aaron Rodgers pass complete short right to Jace Sternberger for 3 yards touchdown,3,5.530,7.000,1.47
2020-10-25,Packers,Texans,2,0:18,2,1,HTX 1,20-0,Aaron Rodgers pass complete short left to Malik Taylor for 1 yard touchdown,1,5.910,7.000,1.09
2020-10-25,Packers,Texans,3,4:51,3,4,HTX 45,27-7,Aaron Rodgers pass complete deep right to Davante Adams for 45 yards touchdown,45,1.750,7.000,5.25
2020-10-05,Packers,Falcons,1,10:05,2,6,ATL 6,6-0,Aaron Rodgers pass complete short left to Aaron Jones for 6 yards touchdown,6,4.950,7.000,2.05
2020-10-05,Packers,Falcons,2,2:34,3,14,ATL 19,13-3,Aaron Rodgers pass complete deep left to Robert Tonyan for 19 yards touchdown,19,2.790,7.000,4.21
2020-10-05,Packers,Falcons,2,0:50,1,8,ATL 8,19-3,Aaron Rodgers pass complete short middle to Robert Tonyan for 8 yards touchdown,8,5.370,7.000,1.63
2020-10-05,Packers,Falcons,3,5:24,3,3,ATL 21,26-9,Aaron Rodgers pass complete deep right to Robert Tonyan for 21 yards touchdown. Penalty on Jamal Carter: Defensive Holding (Declined),21,3.400,7.000,3.60
2020-09-27,Packers,Saints,2,10:36,2,5,NOR 5,12-7,Aaron Rodgers pass complete short right to Allen Lazard for 5 yards touchdown,5,5.150,7.000,1.85
2020-09-27,Packers,Saints,3,2:26,3,2,NOR 18,26-20,Aaron Rodgers pass complete short left to Marcedes Lewis for 18 yards touchdown,18,3.750,7.000,3.25
2020-09-27,Packers,Saints,4,2:04,2,1,NOR 1,36-27,Aaron Rodgers pass complete short right to Robert Tonyan for 1 yard touchdown,1,5.910,7.000,1.09
